page_id,opportunity_score,archetype,pos_30d,pos_drift,imp_30d,clicks_30d,ctr_observed_pct,ctr_expected_pct,ctr_deficit_pct,expected_recovered_clicks,reason_codes,recommended_action,urgency,rank
page_1174,42.5,2,10.9,0.01,55703,407,0.73,1.73,57.7,16069,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,135
page_1212,42.4,2,12.5,-0.03,12577,69,0.55,1.47,62.7,3943,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,136
page_1381,42.4,2,17.2,-0.02,28729,114,0.4,0.99,59.8,8591,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,137
page_1375,42.4,1,9.4,2.73,57145,1013,1.77,2.09,15.1,4302,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,138
page_1263,42.4,2,18.9,-0.02,34527,123,0.36,0.88,59.3,10239,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,139
page_1214,42.4,2,9.5,0.0,63272,558,0.88,2.06,57.1,18075,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,140
page_1323,42.4,1,14.9,2.48,8513,75,0.88,1.18,25.3,1075,"DECAY_POSITION_SLIP, CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",REWRITE_AND_UPDATE_METADATA,CRITICAL,141
page_1483,42.4,2,3.0,0.03,3661,108,2.95,8.74,66.3,1212,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,142
page_1048,42.4,2,13.6,-0.0,107870,638,0.59,1.32,55.3,29845,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,143
page_1384,42.4,2,20.3,0.1,58530,207,0.35,0.8,55.9,16373,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,144
page_1452,42.4,1,10.0,2.71,57704,949,1.64,1.94,15.2,4389,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,145
page_1284,42.3,2,5.5,-0.03,23363,376,1.61,4.05,60.2,7035,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,146
page_1316,42.3,1,19.9,2.87,21864,151,0.69,0.82,16.0,1754,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,147
page_1373,42.3,2,11.0,0.04,38043,275,0.72,1.72,58.0,11027,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,148
page_1074,42.3,2,21.8,0.05,226037,796,0.35,0.73,52.0,58764,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,149
page_1462,42.3,2,7.0,-0.04,9093,100,1.1,3.01,63.4,2883,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,150
page_1232,42.3,2,17.1,0.02,15642,60,0.38,0.99,61.4,4800,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,151
page_1266,42.3,2,19.4,0.02,28690,99,0.35,0.85,59.4,8523,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,152
page_1260,42.2,2,4.7,-0.04,19555,377,1.93,4.9,60.6,5927,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,153
page_1357,42.2,2,12.4,-0.14,31463,191,0.61,1.48,59.0,9282,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,154
page_1394,42.2,1,21.6,2.6,13061,76,0.58,0.74,21.5,1407,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,155
page_1277,42.2,2,18.3,-0.04,225713,974,0.43,0.91,52.6,59327,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,156
page_1304,42.2,2,11.3,-0.03,66892,484,0.72,1.67,56.6,18939,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,157
page_1274,42.1,2,20.1,-0.09,36807,124,0.34,0.81,58.4,10747,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,158
page_1211,42.1,2,15.4,0.11,34107,166,0.49,1.13,56.8,9686,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,159
page_1414,42.1,2,14.4,0.09,42150,225,0.53,1.23,56.6,11928,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,160
page_1129,42.1,2,7.2,-0.08,19016,219,1.15,2.92,60.6,5763,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,161
page_1330,42.1,1,11.1,2.72,24130,337,1.4,1.69,17.5,2111,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,162
page_1363,42.1,2,11.7,-0.0,54940,376,0.68,1.59,57.1,15680,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,163
page_1267,42.1,2,22.1,0.05,37249,114,0.31,0.72,57.6,10725,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,164
page_1114,42.0,2,22.0,-0.06,49377,154,0.31,0.73,57.0,14083,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,165
page_1108,42.0,1,17.9,2.94,34423,283,0.82,0.94,12.5,2159,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,166
page_1455,42.0,1,14.9,2.81,74222,765,1.03,1.17,12.1,4500,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,167
page_1326,42.0,2,9.5,-0.04,13526,108,0.8,2.07,61.5,4156,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,168
page_1146,42.0,2,15.3,-0.04,85235,435,0.51,1.14,55.3,23561,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,169
page_1418,42.0,2,19.4,-0.02,34042,120,0.35,0.85,58.4,9945,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,170
page_1093,42.0,2,9.5,0.07,39921,357,0.89,2.07,56.8,11339,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,171
page_1438,41.9,2,4.0,-0.05,14840,347,2.34,6.0,61.0,4527,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,172
page_1024,41.9,1,25.9,2.86,80980,429,0.53,0.59,10.8,4358,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,173
page_1131,41.9,1,27.1,2.77,20182,94,0.47,0.56,16.7,1689,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,174
page_1275,41.9,2,4.7,-0.07,9021,166,1.84,4.91,62.5,2820,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,175
page_1482,41.9,1,8.2,2.73,23361,477,2.04,2.46,17.0,1984,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,176
page_1136,41.9,2,13.8,-0.12,100724,594,0.59,1.3,54.6,27489,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,177
page_1343,41.9,1,28.8,2.89,36495,165,0.45,0.52,13.1,2384,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,178
page_1379,41.9,1,11.3,2.9,25992,374,1.44,1.67,13.8,1794,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,179
page_1225,41.9,1,25.9,2.91,29950,154,0.51,0.59,13.3,1995,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,180
page_1298,41.8,2,17.7,-0.05,54287,225,0.41,0.95,56.3,15294,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,181
page_1235,41.8,2,22.1,0.08,26778,82,0.31,0.72,57.5,7701,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,182
page_1457,41.8,1,7.0,2.82,33163,854,2.58,3.0,14.1,2334,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,183
page_1496,41.8,2,23.0,-0.05,52804,158,0.3,0.69,56.5,14923,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,184
page_1169,41.8,2,8.0,-0.03,20676,214,1.04,2.56,59.6,6164,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,185
page_1075,41.7,2,23.8,-0.03,31905,88,0.28,0.66,58.0,9255,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,186
page_1479,41.7,2,15.4,-0.01,32759,156,0.48,1.13,57.8,9460,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,187
page_1461,41.7,2,15.6,0.07,57720,290,0.5,1.11,54.9,15840,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,188
page_1156,41.7,2,7.9,-0.01,12087,121,1.0,2.58,61.2,3697,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,189
page_1243,41.7,1,17.8,2.86,53244,443,0.83,0.94,11.7,3113,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,190
page_1189,41.7,1,10.3,2.78,34272,546,1.59,1.86,14.4,2460,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,191
page_1213,41.7,1,15.6,2.72,44626,425,0.95,1.11,14.5,3244,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,192
page_1153,41.7,1,23.8,3.03,33477,197,0.59,0.66,10.8,1800,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,193
page_1039,41.7,1,8.9,2.71,11810,214,1.81,2.24,19.2,1135,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,194
page_1451,41.7,2,17.0,-0.1,52695,231,0.44,1.0,56.3,14827,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,195
page_1281,41.6,1,18.8,2.89,34122,264,0.77,0.88,12.5,2138,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,196
page_1020,41.6,2,15.3,-0.07,64551,328,0.51,1.14,55.4,17892,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,197
page_1217,41.6,2,24.2,-0.04,61774,178,0.29,0.65,55.4,17106,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,198
page_1220,41.6,2,23.6,0.01,159035,506,0.32,0.67,52.2,41533,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,199
page_1009,41.6,2,18.5,-0.01,37768,146,0.39,0.9,57.1,10783,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,200
page_1495,41.6,1,7.6,2.4,31095,677,2.18,2.74,20.5,3185,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,201
page_1345,41.5,2,10.9,-0.2,31699,233,0.74,1.73,57.5,9116,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,202
page_1468,41.5,1,19.4,2.9,56903,433,0.76,0.85,10.4,2968,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,203
page_1155,41.4,1,8.7,2.67,39447,769,1.95,2.29,15.0,2963,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,204
page_1091,41.4,2,16.4,-0.08,57164,267,0.47,1.04,55.2,15780,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,205
page_1210,41.4,2,19.3,-0.02,31793,116,0.36,0.85,57.3,9109,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,206
page_1142,41.4,1,10.6,2.55,33062,491,1.49,1.8,17.4,2874,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,207
page_1282,41.3,1,11.8,2.87,24492,333,1.36,1.57,13.2,1615,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,208
page_1415,41.3,1,16.1,2.66,74711,697,0.93,1.07,12.9,4820,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,209
page_1303,41.3,2,15.6,-0.07,43645,213,0.49,1.11,56.0,12227,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,210
page_1003,41.3,2,20.6,0.02,70642,256,0.36,0.79,54.1,19099,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,211
page_1151,41.2,1,18.4,2.76,50556,402,0.8,0.91,12.2,3093,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,212
page_1143,41.2,1,13.5,2.72,24392,275,1.13,1.33,15.4,1882,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,213
page_1309,41.2,1,8.3,2.53,46875,962,2.05,2.45,16.2,3801,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,214
page_1085,41.2,1,11.4,2.67,19296,262,1.36,1.64,17.0,1639,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,215
page_1065,41.2,2,15.2,-0.08,72423,380,0.52,1.15,54.2,19619,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,216
page_1306,41.1,2,23.4,-0.03,67439,208,0.31,0.67,54.1,18257,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,217
page_1207,41.1,2,20.5,-0.01,33611,116,0.35,0.79,56.5,9492,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,218
page_1236,41.1,1,15.1,2.71,56217,570,1.01,1.16,12.6,3538,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,219
page_1023,41.1,1,25.9,2.97,97165,538,0.55,0.59,6.6,3229,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,220
page_1348,41.1,1,17.7,2.72,120516,1037,0.86,0.95,9.8,5882,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,221
page_1293,41.0,1,20.3,2.81,33595,236,0.7,0.8,12.5,2097,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,222
page_1428,41.0,1,20.9,2.7,30110,199,0.66,0.77,14.4,2175,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,223
page_1257,40.8,2,14.0,0.02,38013,218,0.57,1.28,55.1,10471,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,224
page_1017,40.8,2,20.5,-0.03,45713,164,0.36,0.79,54.7,12492,"CTR_UNDERPERFORMING, HIGH_IMP_LOW_CLICK",OPTIMIZE_METADATA_TITLES,HIGH,225
page_1360,40.8,1,24.2,2.87,67407,396,0.59,0.64,8.7,2945,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,226
page_1448,40.7,1,26.6,2.93,81447,434,0.53,0.57,7.1,2872,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,227
page_1251,40.7,1,27.9,2.5,19913,88,0.44,0.54,18.3,1824,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,228
page_1362,40.6,1,18.4,2.71,27598,216,0.78,0.91,13.7,1893,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,229
page_1341,40.5,1,21.5,2.59,18652,116,0.62,0.75,16.9,1573,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,230
page_1016,40.4,1,14.3,2.42,6994,67,0.96,1.24,22.5,788,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,231
page_1084,40.3,1,20.9,2.81,80289,571,0.71,0.77,8.0,3223,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,232
page_1328,40.0,1,23.3,2.71,30849,183,0.59,0.68,12.2,1876,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,233
page_1125,39.9,1,14.4,2.6,23598,249,1.06,1.23,14.5,1707,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,234
page_1061,39.8,1,10.6,2.34,113002,1774,1.57,1.81,13.0,7368,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,235
page_1130,39.7,1,22.7,2.63,37325,229,0.61,0.7,12.0,2246,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,236
page_1386,39.6,1,21.3,2.74,42268,288,0.68,0.75,9.7,2044,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,237
page_1082,39.5,1,17.4,2.53,15935,130,0.82,0.97,16.0,1276,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,238
page_1158,39.2,1,21.2,2.67,56783,393,0.69,0.76,9.0,2556,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,239
page_1060,39.2,1,22.5,2.7,57593,372,0.65,0.71,8.4,2417,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,240
page_1059,39.1,1,20.3,2.47,28192,194,0.69,0.8,14.2,2002,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,241
page_1195,38.9,1,20.1,2.52,57280,415,0.72,0.81,10.6,3040,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,242
page_1064,38.9,1,13.8,2.34,17007,182,1.07,1.3,17.4,1479,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,243
page_1124,38.8,1,20.0,2.38,30251,211,0.7,0.82,14.6,2205,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,244
page_1466,38.8,1,22.6,2.55,103189,665,0.64,0.7,7.9,4099,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,245
page_1406,38.6,1,25.1,2.52,53357,295,0.55,0.62,10.2,2708,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,246
page_1141,38.6,1,13.2,2.27,13244,147,1.11,1.37,18.7,1239,"DECAY_POSITION_SLIP, HIGH_IMP_LOW_CLICK",REWRITE_CONTENT_INTENT,HIGH,247
page_1223,38.5,1,23.3,2.52,77938,480,0.62,0.67,8.7,3390,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,248
page_1022,38.3,1,28.5,2.54,72301,350,0.48,0.53,8.0,2902,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,249
page_1041,38.2,1,20.1,2.43,44080,317,0.72,0.81,11.4,2508,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,250
page_1149,38.2,1,17.4,2.43,55731,484,0.87,0.97,10.5,2932,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,251
page_1494,38.1,1,14.1,2.4,26994,295,1.09,1.26,13.2,1781,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,252
page_1180,38.0,1,25.0,2.6,93314,544,0.58,0.62,5.6,2622,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,253
page_1307,37.9,1,27.7,2.55,45945,229,0.5,0.55,8.6,1971,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,254
page_1442,37.7,1,20.9,2.32,31992,216,0.68,0.77,12.8,2044,DECAY_POSITION_SLIP,REWRITE_CONTENT_INTENT,HIGH,255
page_1300,21.9,0,18.0,-0.07,4581,34,0.74,0.93,20.4,466,HIGH_IMP_LOW_CLICK,OPTIMIZE_METADATA_TITLES,HIGH,256
page_1464,20.0,3,5.1,-1.81,578648,33725,5.83,4.43,-31.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,257
page_1104,19.5,3,1.4,-1.44,414033,113190,27.34,21.83,-25.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,258
page_1088,19.3,3,1.5,-1.63,371337,95357,25.68,20.74,-23.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,259
page_1011,19.2,3,8.2,-1.7,342619,11436,3.34,2.49,-34.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,260
page_1228,19.1,3,3.2,-1.7,325877,35213,10.81,8.01,-35.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,261
page_1324,19.0,3,11.1,-1.87,292980,7025,2.4,1.71,-40.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,262
page_1333,18.9,0,5.4,0.01,262811,12664,4.82,4.16,-15.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,263
page_1422,18.9,0,22.5,0.0,5073,31,0.61,0.71,13.5,341,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,264
page_1388,18.9,3,1.3,-1.24,276119,81825,29.63,25.48,-16.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,265
page_1197,18.9,3,11.9,-1.94,275691,6149,2.23,1.56,-42.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,266
page_1209,18.9,0,17.4,-0.03,271512,3553,1.31,0.97,-34.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,267
page_1334,18.7,0,13.1,0.07,174088,3133,1.8,1.38,-30.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,268
page_1427,18.7,3,11.2,-1.81,239581,5634,2.35,1.69,-39.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,269
page_1121,18.7,3,3.4,-1.65,245116,25118,10.25,7.4,-38.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,270
page_1052,18.6,3,11.4,-1.68,221858,5140,2.32,1.64,-41.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,271
page_1012,18.6,3,20.6,-1.65,228797,2687,1.17,0.79,-49.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,272
page_1171,18.5,0,22.6,0.02,189380,1826,0.96,0.7,-37.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,273
page_1419,18.5,3,1.6,-1.73,214150,51742,24.16,18.33,-31.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,274
page_1183,18.5,3,14.1,-1.94,214571,3940,1.84,1.26,-45.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,275
page_1248,18.4,3,19.8,-1.79,201055,2503,1.24,0.83,-50.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,276
page_1424,18.4,0,11.3,0.0,201798,4269,2.12,1.66,-27.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,277
page_1370,18.3,0,10.1,0.02,169852,4089,2.41,1.91,-26.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,278
page_1367,18.3,3,2.6,-1.82,189080,28086,14.85,10.52,-41.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,279
page_1120,18.2,3,2.8,-1.8,174869,22674,12.97,9.56,-35.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,280
page_1230,18.2,3,2.1,-1.88,178843,33926,18.97,13.72,-38.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,281
page_1050,18.1,3,10.7,-1.84,166464,4176,2.51,1.78,-41.0,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,282
page_1444,18.1,3,3.3,-1.78,162060,17116,10.56,7.78,-35.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,283
page_1240,18.1,3,9.4,-1.69,162992,4676,2.87,2.1,-36.6,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,284
page_1440,18.1,0,7.7,-0.04,165148,5326,3.22,2.66,-21.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,285
page_1157,18.1,3,7.0,-1.67,169039,6804,4.03,3.01,-33.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,286
page_1271,18.1,3,18.6,-1.55,159074,2131,1.34,0.89,-50.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,287
page_1305,18.1,3,15.7,-1.88,162996,2626,1.61,1.1,-46.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,288
page_1499,18.0,3,9.1,-1.57,158151,4722,2.99,2.17,-37.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,289
page_1007,18.0,3,17.9,-1.77,151533,2103,1.39,0.94,-47.8,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,290
page_1148,17.9,0,20.1,0.1,91252,1003,1.1,0.81,-35.2,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,291
page_1395,17.9,3,3.2,-1.74,141258,15013,10.63,8.06,-31.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,292
page_1447,17.9,3,19.7,-1.79,146423,1822,1.24,0.83,-49.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,293
